edad,ingreso_anual,deuda_total,historial_crediticio,num_prestamos_activos,ratio_deuda_ingreso,num_retrasos_12m,empleo_estable,tipo_vivienda,num_tarjetas_credito,consultas_crediticias_6m,estado_civil,riesgo_alto
60,78780.49101964035,63704.47022959477,16,3,0.37904768224463575,1,Si,Hipoteca,3,2,Soltero,0
61,63834.08921931557,65565.38478608953,29,2,0.5207903448088107,1,Si,Propia,2,1,Casado,1
68,40814.73533012961,42802.49751283243,11,2,0.38369377096798146,3,Si,Propia,8,3,Soltero,1
71,44906.821798960045,49396.81729679818,16,0,0.2621288695538646,0,Si,Propia,2,3,Casado,0
41,95162.90526655024,34721.96328341421,17,1,0.26230736792240306,3,Si,Propia,2,1,Soltero,0
42,41232.238884412596,2600.284550661938,13,1,0.5725207405074884,0,Si,Propia,4,2,Casado,0
24,76249.8541862642,10405.144879807074,10,1,0.44547417850994225,0,No,Alquiler,1,2,Casado,0
69,58472.28995546304,52923.638060988786,1,0,0.6406021537382612,0,Si,Alquiler,3,2,Soltero,1
23,41646.588788503934,55474.10695622381,20,1,0.6380799305049051,0,Si,Hipoteca,1,3,Divorciado,1
70,16383.774313264374,51082.54016619238,0,2,0.5153974230304436,0,Si,Hipoteca,1,1,Casado,1
41,55290.00951471267,36921.04620174065,10,2,0.6095370404019238,2,Si,Propia,2,4,Casado,0
50,52277.52166515306,51825.979125905345,1,3,0.5074200800200237,0,Si,Alquiler,4,1,Soltero,1
66,95163.36678648334,28837.2541100154,15,2,0.47609139943596485,3,Si,Propia,3,2,Casado,0
46,28495.18261443754,42427.80673076601,21,7,0.33521224859444765,0,Si,Propia,2,2,Soltero,1
60,107369.2147886946,25906.352637597647,2,1,0.06157060812377557,2,Si,Alquiler,2,3,Casado,0
39,59470.26323741483,8864.287337002355,19,2,0.27308652436697833,3,No,Alquiler,2,1,Divorciado,0
43,59445.73053055395,47291.43944994538,0,1,0.6894406352727197,3,Si,Alquiler,0,1,Soltero,1
45,35173.19663919425,55502.48809322286,20,2,0.4576674378187582,0,Si,Hipoteca,3,1,Casado,0
67,57867.65768886171,79479.17560833434,19,3,0.31960790853590587,1,No,Hipoteca,2,0,Casado,0
38,61826.27320583032,35280.580027919896,7,2,0.6403405353651342,0,Si,Propia,4,2,Soltero,0
66,73433.18229552192,9043.803632435393,18,3,0.3104439673338768,0,Si,Alquiler,5,2,Soltero,0
24,25541.944810201425,23431.18525342372,25,2,0.5415532913243901,0,Si,Hipoteca,3,3,Divorciado,1
34,85169.52139470096,27282.172289496393,0,3,0.6659463580998743,0,Si,Hipoteca,4,1,Casado,1
37,59035.38809429949,32969.956132558225,29,3,0.5214644873752928,0,Si,Alquiler,1,2,Soltero,0
58,65205.7223826828,39417.52513476866,28,4,0.6123529641804849,1,Si,Hipoteca,3,2,Casado,0
66,44476.44346238099,37259.38584793336,25,2,0.49452337149573977,0,Si,Propia,2,1,Casado,0
37,26796.434043023735,45541.64516930512,4,3,0.019047525126202114,2,Si,Propia,1,3,Casado,1
71,51818.115685082186,33948.46095385163,29,1,0.662162234498461,2,No,Hipoteca,1,7,Soltero,1
39,54682.38874558046,0.0,0,1,0.5604760886458787,3,Si,Alquiler,3,4,Soltero,1
45,15364.29329713773,34542.67657386897,10,3,0.33913317208857086,0,No,Propia,8,1,Casado,1
57,69832.13512912813,31734.615226143764,20,2,0.28249435620647445,0,No,Propia,2,4,Soltero,0
66,74913.11584741452,41005.337276418664,8,2,0.4247200039416399,0,Si,Propia,2,3,Casado,0
24,31758.38440447183,22770.355888449536,4,2,0.16014411594878958,0,Si,Alquiler,2,0,Casado,0
18,24435.366243197714,34470.51448952777,1,1,0.5885779467663818,1,Si,Propia,2,2,Casado,1
49,42425.96557814247,41124.84375057766,12,2,0.3697942533503788,1,Si,Propia,3,1,Divorciado,0
30,50597.37742465749,26799.15596538626,17,0,0.22016342672373754,0,Si,Propia,4,2,Casado,0
47,43395.72475211664,43517.41204460562,25,2,0.5328978252302778,2,Si,Propia,1,0,Soltero,0
40,48477.05418073042,31402.498649296886,24,1,0.494950193267527,1,Si,Propia,1,0,Casado,0
68,55536.9424418979,33133.17664630201,11,3,0.5633703245139432,0,Si,Propia,2,2,Casado,0
73,15793.276531859272,0.0,13,4,0.14310318435164832,1,No,Alquiler,3,3,Soltero,0
36,18667.609317418377,7122.254303489517,4,3,0.5473575399730053,0,Si,Alquiler,3,2,Casado,1
49,15000.0,7176.683686807017,26,5,0.7573079645107417,0,Si,Propia,6,0,Soltero,0
47,73563.6307113368,34326.64435799338,23,0,0.3914287097932244,0,Si,Alquiler,2,3,Casado,0
46,50380.67551543623,55433.30466592999,9,1,0.3787286850565194,0,Si,Hipoteca,5,0,Divorciado,0
66,76196.27828662892,27631.697905677436,19,4,0.12193916605919908,1,Si,Propia,1,4,Soltero,0
62,21556.550104715196,46965.96358609736,1,1,0.416415289459173,2,No,Hipoteca,4,4,Soltero,1
46,50610.18348832905,42965.053126517385,3,4,0.19535157920334767,1,Si,Propia,5,1,Casado,0
47,55370.66265291503,32797.86846940636,11,1,0.63351478431783,1,Si,Propia,1,1,Soltero,0
33,35955.43762924962,41479.53401663355,10,4,0.8852830463916027,0,Si,Propia,4,2,Soltero,0
57,15000.0,34918.874376636755,3,2,0.8903503770321999,1,No,Alquiler,2,3,Casado,1
36,93646.78340337893,27154.390064144445,10,2,0.2287895013577269,0,No,Propia,4,5,Casado,0
35,84982.08353175127,37821.60699333069,8,0,0.2524623140050405,3,No,Alquiler,2,1,Casado,0
18,40451.69320686588,58932.628196034595,9,2,0.521032111153841,0,No,Hipoteca,4,4,Soltero,1
31,62755.691129240186,39454.97946951391,26,3,0.35400745694373825,0,Si,Propia,1,1,Soltero,0
68,37880.23309107767,34359.42240077318,5,3,0.40280379261426474,2,No,Hipoteca,6,1,Casado,0
64,25114.90992438131,12450.988376610378,14,2,0.8908685245257808,3,Si,Propia,2,1,Divorciado,1
67,95681.53762392534,58317.50298529219,9,2,0.1832435260336844,0,Si,Hipoteca,7,2,Casado,0
19,15000.0,1859.0293800210893,21,2,0.45333321794558223,1,Si,Hipoteca,5,2,Soltero,0
71,42862.40757572213,0.0,20,1,0.4761473297541116,3,Si,Propia,2,1,Soltero,0
45,52108.09568105585,37429.21376635019,5,3,0.610012216919457,0,No,Alquiler,2,1,Casado,0
66,91280.91446718216,12384.796177705575,0,0,0.22747428243316967,1,Si,Propia,4,1,Soltero,0
67,72414.71635590045,51781.98005694889,28,4,0.6966801442710571,0,No,Propia,4,4,Soltero,0
47,15000.0,0.0,20,2,0.45248687612000676,1,No,Hipoteca,5,4,Casado,0
55,49931.243974145444,49236.12945021239,27,0,0.234245533050497,1,No,Alquiler,1,0,Casado,1
68,50526.504959108985,46419.63869475801,21,1,0.363872370607967,0,Si,Hipoteca,1,1,Soltero,0
21,44291.54161751395,32360.319282158118,23,2,0.6005058042278606,0,Si,Alquiler,2,3,Soltero,0
18,65495.227688257524,0.0,19,3,0.8165235189033851,2,No,Propia,3,1,Casado,1
25,15000.0,0.0,29,2,0.32972368572968297,0,Si,Alquiler,3,3,Soltero,0
46,39784.102186583244,34798.70555449852,20,2,0.8232129763556245,0,No,Propia,6,3,Casado,1
72,61970.468705326886,25344.159992291054,3,2,0.6484694100984111,1,No,Propia,3,2,Soltero,0
56,66989.39212901602,44546.60569806007,22,2,0.2978704052752261,0,Si,Propia,0,2,Soltero,0
20,53735.48683772992,28635.67416537526,25,2,0.5204872721365316,0,Si,Alquiler,4,0,Casado,0
49,42790.19499249252,26896.38735495332,21,2,0.5744142639150301,1,Si,Propia,4,1,Casado,0
27,47001.46815933818,0.0,13,1,0.35206160027270833,0,No,Propia,3,0,Casado,0
27,68510.17805943092,46448.646235452354,19,1,0.27112421899787,0,Si,Propia,7,3,Soltero,0
36,50847.5196031365,17017.076304821854,21,1,0.3732818816408382,0,Si,Alquiler,6,4,Soltero,0
63,23953.81136398678,22035.881525615536,28,0,0.3225302310934691,1,Si,Propia,2,1,Soltero,0
51,19162.560401377414,8604.419137816989,19,2,0.45520631719957627,2,Si,Propia,2,1,Soltero,0
50,15000.0,0.0,27,1,0.8365261872148406,0,Si,Propia,5,4,Casado,1
40,86389.52046223384,59442.75656330238,7,2,0.49173778884376235,0,Si,Alquiler,2,3,Divorciado,0
72,70186.54589031113,45909.75389909776,10,1,0.7617630736956685,4,Si,Alquiler,0,0,Casado,1
45,47337.80292048632,46239.91150708264,14,2,0.5136861091457945,0,Si,Propia,1,2,Soltero,1
49,38655.187870897906,25669.787638012647,18,2,0.9786707169448992,0,Si,Propia,4,2,Soltero,0
67,35651.749800816055,0.0,7,1,0.2372862025869511,2,No,Hipoteca,2,1,Soltero,0
24,77330.92768955525,72040.89511675612,12,1,0.0,2,No,Alquiler,3,2,Soltero,1
46,97610.83770436852,38445.83262526792,17,0,0.45463804273641767,0,No,Alquiler,3,1,Soltero,0
25,34865.17690181152,32735.784001539912,21,4,0.47986516381420374,1,Si,Alquiler,10,1,Divorciado,0
18,78460.38801639274,22817.339554058442,23,4,0.7152420576334747,1,Si,Propia,3,3,Casado,0
74,50700.32288397223,0.0,16,2,0.780892062412196,2,Si,Propia,3,5,Casado,0
72,44689.27675223834,52831.17464553444,5,2,0.08817774257733774,0,No,Alquiler,2,2,Soltero,1
20,87605.35707074808,8845.92986195489,24,2,0.36555503288360913,0,Si,Hipoteca,1,1,Casado,0
41,49745.856981430574,40931.38325724512,14,3,0.4278040804414182,0,Si,Alquiler,3,3,Casado,0
40,57409.1109813659,45416.67922247128,12,1,0.16927438158143004,2,No,Alquiler,1,4,Casado,0
25,56206.84832278614,36683.1524374631,25,3,0.37202458120280313,0,Si,Hipoteca,0,1,Casado,0
71,15000.0,39399.47080663769,25,3,0.6181719037862036,1,Si,Alquiler,4,2,Casado,1
74,57210.27871790154,56922.395037965936,17,0,0.6324758446126992,0,Si,Hipoteca,4,4,Casado,1
64,35932.69938899418,14151.691763340566,10,4,0.4749003922390391,0,Si,Hipoteca,2,5,Soltero,0
54,15000.0,33290.05180087012,12,1,0.7392044993602909,0,No,Alquiler,4,1,Soltero,1
20,37071.57298878094,25497.891906403278,0,3,0.46969838469685005,0,No,Alquiler,2,2,Soltero,0
68,36865.27825907635,0.0,17,2,0.6558314420290274,1,No,Hipoteca,2,5,Casado,1
50,75747.06347825828,35726.666597340176,4,3,0.23232345904547003,0,Si,Alquiler,4,5,Casado,0
45,23405.259597449207,55025.01193049372,5,1,0.2455472985644346,0,Si,Alquiler,2,2,Casado,1
64,30253.814023768635,57526.68317354388,0,0,0.8154291103781324,1,Si,Hipoteca,2,1,Casado,1
25,55884.70651370031,67149.5441859146,6,2,0.30243222468699643,1,No,Alquiler,5,2,Casado,0
51,16855.15571614381,0.0,26,0,0.6027284928226055,4,Si,Alquiler,1,2,Casado,1
52,33524.831044191655,62572.55395762483,3,0,0.29460373538730106,3,No,Propia,5,5,Soltero,1
49,15000.0,33696.7952872076,8,2,0.47803757893556675,1,Si,Alquiler,2,1,Soltero,1
41,73000.2865001349,62011.250147399194,14,2,0.3728425840462903,3,Si,Hipoteca,5,5,Soltero,1
31,42465.92198899535,22104.351816091472,5,3,0.5432267625921853,4,No,Alquiler,2,4,Soltero,1
49,49602.053874943944,19383.9904241023,24,2,0.5421672163203219,1,No,Hipoteca,1,2,Casado,0
73,72900.25799477726,5694.548475462128,16,2,0.26769268130783364,0,No,Propia,5,1,Casado,0
63,31943.277908652828,45519.55132812321,19,3,0.5499786708511794,0,Si,Propia,4,1,Soltero,0
60,42200.32478379989,40289.52141063498,17,1,0.1715010950276791,0,Si,Alquiler,3,0,Casado,0
33,23591.80001735646,7659.808755393489,21,2,0.7451544196766002,3,No,Propia,5,3,Soltero,1
21,23537.40697510469,0.0,3,2,0.47184781739492165,0,Si,Propia,2,5,Soltero,0
69,26985.427649853027,38304.904686467875,8,3,0.0,0,No,Propia,4,0,Soltero,1
54,37687.740229158364,40583.407338894656,13,2,0.13830122831521957,0,Si,Alquiler,3,5,Soltero,0
71,40380.111645673365,10260.969765484682,2,3,0.5368782414198565,2,Si,Hipoteca,6,2,Casado,0
38,57215.8037724595,6243.431732580757,0,3,0.5921262206192058,2,No,Propia,5,2,Soltero,1
31,27719.57629895251,43117.36358292496,26,2,0.32185584551289176,3,Si,Propia,3,0,Casado,1
48,57990.81689793691,67127.87396649772,28,0,0.43140544670016323,0,Si,Hipoteca,3,2,Casado,0
72,62125.0322880807,20100.19602183869,10,3,0.5451277623101937,1,Si,Hipoteca,4,0,Divorciado,0
65,38304.44542919335,12407.221345541278,0,3,0.662226310453361,2,Si,Hipoteca,2,0,Soltero,1
35,29881.88568954047,35977.16927501159,11,3,0.5815707137615754,0,Si,Propia,3,3,Casado,1
24,52126.97579949975,42705.061296961416,24,2,0.2879220954512379,3,No,Alquiler,4,2,Soltero,1
27,44927.06342473888,22714.19808215178,8,2,0.6728569895320633,1,Si,Propia,3,2,Casado,0
24,55508.79573183863,70501.82166983906,4,2,0.0,0,Si,Alquiler,4,2,Soltero,0
50,89246.66090649918,48033.70244283358,14,3,0.34403749562029606,2,Si,Alquiler,5,3,Casado,0
40,51715.92621069289,22374.585879366663,17,2,0.5240086798108557,0,No,Alquiler,5,4,Casado,0
38,34019.2359679967,0.0,8,1,0.1587882822704061,2,Si,Alquiler,3,0,Casado,0
36,27727.759701448533,56388.43575629745,12,3,0.410993460349646,2,Si,Hipoteca,0,2,Soltero,0
65,28694.959216960408,53838.62472430146,27,2,0.5106615250334063,1,No,Propia,2,1,Soltero,1
36,15000.0,23944.942600764676,12,2,0.2448443653393146,2,No,Propia,2,7,Soltero,1
53,73318.59020863948,37011.50915225089,23,2,0.4380896144276209,2,Si,Hipoteca,4,2,Casado,0
46,15000.0,26990.602050349822,12,3,0.15542574300337364,1,Si,Alquiler,7,5,Soltero,1
35,62202.62044298265,40411.97762217936,26,0,0.6011258910145785,0,No,Propia,3,1,Casado,0
19,28298.402333119233,9501.009377366358,9,0,0.5066677289387647,1,Si,Propia,3,0,Soltero,1
18,37189.86963439705,6649.617598463079,9,1,0.5477481122867949,0,Si,Propia,4,1,Casado,0
64,27550.30896139028,46217.274655210465,21,1,0.38612557426555566,4,No,Alquiler,4,2,Soltero,1
22,86146.61649105078,48752.29687019195,6,1,0.06680860397276567,2,Si,Propia,4,3,Casado,0
37,50407.89004214442,20184.15948756788,27,7,0.3734543157797932,3,No,Hipoteca,3,5,Soltero,1
28,69759.4631260713,15017.578480779512,21,1,0.7452296436233969,1,Si,Alquiler,1,2,Soltero,0
59,82513.17146490015,52951.329042893965,4,1,0.6032745617466566,0,Si,Hipoteca,5,0,Casado,0
19,54085.1368505601,15694.74961369642,19,2,0.7490607046841963,1,Si,Propia,0,0,Casado,0
20,20109.405728619688,31108.225119715324,6,2,0.41106413088178845,3,Si,Propia,3,2,Casado,1
40,44483.9312471057,28571.70043254693,19,0,0.2616188218821554,0,No,Hipoteca,4,1,Casado,0
72,31443.79966084494,661.881092961612,9,5,0.5173240331029109,1,No,Propia,4,1,Casado,0
29,37412.395952817526,33842.28534157337,9,1,0.3615787345655966,0,Si,Propia,2,3,Casado,0
37,47634.405183767776,31888.139068083205,25,1,0.28840888527502684,3,Si,Alquiler,5,4,Casado,0
22,46646.10894769339,37203.82556203212,24,5,0.05304779832783485,1,Si,Alquiler,1,2,Soltero,0
54,60302.72902550716,33164.617393065724,20,2,0.46685216657530965,0,No,Propia,2,1,Soltero,0
55,63932.60734451217,72713.74818826745,23,2,0.5874048917596363,1,No,Alquiler,2,3,Casado,1
47,46646.37059333856,53233.564626464606,27,1,0.1670372457501805,0,No,Propia,5,1,Soltero,0
26,60086.722952697935,30776.180009096035,12,2,0.6978421084364411,1,No,Propia,5,1,Casado,0
51,36266.00362661396,32604.781676990777,14,1,0.4499318300356745,0,Si,Hipoteca,4,0,Casado,0
70,82869.49563991258,65272.3841550158,27,4,0.4220675873249006,2,Si,Propia,2,2,Soltero,0
61,35862.21779455884,47261.755720104935,27,2,0.15612152445479455,0,Si,Hipoteca,2,2,Casado,0
52,79929.6621155607,5419.9427901110685,5,0,0.5055004527903465,2,Si,Alquiler,3,3,Casado,0
69,15000.0,48978.964456141926,19,2,0.1694555901344395,1,Si,Propia,2,0,Soltero,0
39,40489.81856472885,54856.02164119886,11,2,0.2090133622230454,3,Si,Alquiler,1,4,Casado,1
61,41725.54565965986,62354.34151551569,18,2,0.06551832799381152,0,Si,Alquiler,1,3,Casado,0
41,56974.79486871185,21970.16636785023,10,2,0.9400806640774615,0,Si,Alquiler,2,3,Casado,0
34,71545.42008047059,20510.99009062065,5,0,0.39036135455376675,1,Si,Propia,2,2,Soltero,0
27,18765.119923511804,11163.699571053388,0,2,0.27806385663556993,1,No,Propia,1,0,Casado,1
47,22300.423948927313,36162.54928672267,1,2,0.39163061923786885,1,No,Alquiler,2,2,Casado,1
73,15000.0,44657.35164911399,22,1,0.29959387279303723,3,Si,Hipoteca,4,1,Casado,1
63,83004.60492996043,19733.41626644991,14,0,0.36416577670348965,0,Si,Hipoteca,5,1,Casado,0
40,57440.12356992806,27163.69404661678,3,1,0.4743693215602881,1,Si,Propia,4,0,Casado,0
49,22890.71978857193,0.0,4,0,0.31874229961779277,0,No,Propia,4,3,Casado,0
34,38922.62815109824,60188.981008053,14,3,0.4248009051335373,2,Si,Hipoteca,5,0,Soltero,0
67,79544.03489153736,0.0,10,3,0.8665908950701652,1,Si,Propia,3,2,Casado,0
68,43047.019242219045,37495.59504385608,9,3,0.03331836852989678,0,Si,Propia,3,0,Casado,0
34,41570.29655522067,34765.096667446946,16,1,0.17232480339184422,0,No,Hipoteca,2,3,Casado,1
31,30467.582329423538,30916.159370631933,1,0,0.4987072659754834,3,Si,Propia,2,1,Soltero,1
26,24375.192154530927,31375.937566793793,19,3,0.6736868461736671,2,Si,Propia,2,2,Casado,1
57,79583.09526107891,9764.376485543318,23,2,0.9984461470478165,2,Si,Propia,4,2,Casado,0
19,91847.5397185515,23438.695916110108,9,0,0.48290226379274453,0,Si,Propia,6,4,Casado,0
62,25370.13993031631,49379.01304504341,19,4,0.156191352419278,1,Si,Propia,3,3,Casado,1
42,85123.558230453,55303.11000873272,29,3,0.7010673513050295,3,No,Alquiler,3,1,Casado,1
56,37815.264592747364,21581.981228501194,2,1,0.4249203793265937,2,No,Propia,9,2,Casado,0
26,63341.19988422218,0.0,18,1,0.4171909398218331,2,Si,Propia,3,2,Casado,0
71,85255.3451203602,14426.522974059071,27,2,0.011412788991353673,0,No,Hipoteca,3,0,Soltero,0
39,46373.0851074092,67053.94189705764,4,1,0.6337065967438463,0,Si,Hipoteca,6,3,Casado,1
60,41801.45199331602,15617.110200255482,2,1,0.21575585350396934,2,Si,Hipoteca,4,4,Casado,0
63,70027.02409470464,28055.92659480441,7,2,0.5133802835770269,1,No,Alquiler,1,1,Soltero,1
21,22251.179074093776,58318.2472403965,4,2,0.4134529897227031,1,Si,Alquiler,3,1,Soltero,1
43,78676.53444601076,19462.079893257815,27,4,0.4399000479183794,0,Si,Propia,2,1,Soltero,0
46,53570.23481106458,26689.292207046474,29,0,0.4103754216637585,2,Si,Propia,5,2,Casado,0
62,35556.23729614558,45889.96581512621,11,3,0.2491883679743974,3,Si,Propia,0,2,Casado,1
51,34895.80991710364,64236.1373505901,13,2,0.23179535602353143,1,No,Hipoteca,1,3,Soltero,1
40,15413.43720429085,17088.96270610043,6,1,0.5895462715087142,0,No,Alquiler,0,2,Soltero,1
54,36595.695834400256,57841.90488242366,10,1,0.39683881982052777,2,Si,Hipoteca,3,1,Soltero,0
28,43399.05595013997,24369.425802713573,7,5,0.2690293118984727,1,Si,Propia,2,2,Casado,0
23,23467.661707212956,12281.425890701237,4,2,0.297523704050439,1,No,Alquiler,6,3,Soltero,1
35,48863.37559677489,34991.12860615114,7,4,0.5375989006351098,3,Si,Hipoteca,1,0,Casado,1
38,61822.92711313739,6848.638844628062,11,2,0.2643811989094741,0,Si,Propia,4,1,Soltero,0
59,44663.19660001453,39440.228629257625,14,4,0.7191766210588222,1,No,Alquiler,1,1,Casado,1
53,66568.14566298167,92992.96022269083,18,2,0.3688789417835532,1,No,Propia,2,2,Casado,0
58,29821.500425516595,52112.01630507387,15,0,0.33009115709028297,1,Si,Propia,2,2,Divorciado,1
55,75084.5691054985,27902.00724419755,13,1,0.5235732997677582,1,Si,Alquiler,5,1,Casado,0
51,53045.36764437145,51044.03815348867,27,0,0.3431709337640846,2,Si,Alquiler,3,0,Soltero,0
34,88631.42924386858,11369.565427654703,6,1,0.47634336228236035,0,No,Hipoteca,3,2,Casado,0
54,110355.43280596833,14726.5072799566,7,1,0.388871733722547,1,No,Propia,1,1,Soltero,0
42,38243.91019241797,28456.70449577471,6,2,0.05281166483646471,1,No,Propia,3,5,Casado,0
55,39273.40307746355,31755.623996996743,29,1,0.18654347604358643,0,Si,Propia,8,3,Casado,0
29,43843.946951282065,4133.943615804659,17,1,0.45856530189733874,0,No,Hipoteca,8,1,Casado,0
40,64892.55625438787,23870.450157791372,23,1,0.3097954794515544,3,Si,Hipoteca,2,1,Casado,1
70,83149.24926187725,27108.22566027891,5,2,0.8117521572718364,1,No,Propia,1,2,Soltero,1
59,33679.78789575492,60839.44695677267,25,3,0.24263586478517463,0,Si,Hipoteca,1,3,Divorciado,0
39,59531.10666195182,4133.089673303384,18,1,0.13815781311749342,3,No,Propia,4,3,Soltero,1
38,46601.81775360582,2279.029188288543,3,0,0.4079299951270443,1,Si,Propia,3,0,Soltero,0
44,65452.72756351471,33514.17885209133,22,3,0.4501897698657177,1,No,Hipoteca,4,1,Soltero,0
74,87736.44233519226,53017.532054547846,2,3,0.5767076615045766,0,Si,Hipoteca,2,1,Casado,0
48,43991.794064174625,41031.86028081031,16,5,0.0,0,Si,Propia,4,2,Casado,0
23,15000.0,36053.537868459476,21,2,0.7014971753626328,1,Si,Propia,5,3,Soltero,1
44,68597.54192200732,24227.839399969384,18,2,0.13823599274040438,0,Si,Hipoteca,4,1,Soltero,0
57,29182.369534863687,43522.09858589664,26,4,0.6178444466779232,1,Si,Propia,2,1,Soltero,1
51,46422.10657590556,46537.78439633417,14,1,0.7915010631868693,1,Si,Hipoteca,1,4,Casado,0
29,69675.77092179035,24853.78267630647,25,2,0.5493440694860247,1,Si,Alquiler,4,2,Casado,0
62,57434.8713382777,11027.509796271403,5,2,0.17064848125010715,0,Si,Alquiler,2,3,Soltero,0
74,47456.999361173876,11157.558092943815,25,1,0.3614000782415725,1,Si,Alquiler,1,1,Soltero,0
70,35602.95718854197,47574.68556095331,11,0,0.5511183785177042,3,Si,Alquiler,4,3,Casado,1
24,15000.0,0.0,18,3,0.4066450405714969,0,Si,Propia,5,1,Casado,0
27,67458.02039390506,63541.18350594225,5,5,0.19016034631752815,2,No,Propia,3,1,Casado,0
62,43676.2075193559,20877.48613010793,10,2,0.41996785941358017,0,Si,Alquiler,3,0,Casado,0
34,87833.40695889315,36190.638606084765,19,2,0.29665847950520274,0,Si,Alquiler,3,1,Casado,0
43,59950.700749046744,44034.20115954186,28,2,0.5203913182967637,2,Si,Alquiler,7,1,Casado,0
38,36471.86568662893,16326.285699418297,19,3,0.18765434740716058,1,No,Propia,1,2,Divorciado,0
45,76671.752209401,20802.043146895096,9,4,0.013170281140955808,3,Si,Alquiler,2,2,Casado,0
63,78778.23514895476,32639.400038911506,25,0,0.1966838783532511,1,No,Propia,1,1,Soltero,0
19,44524.20464118805,12925.58361568785,15,1,0.05889775053547791,2,Si,Propia,3,0,Divorciado,0
71,79841.1216393307,8647.16473334849,26,0,0.2743375652527503,3,No,Hipoteca,5,1,Soltero,1
60,36117.298615348824,10444.355106405088,17,3,0.534220221918722,1,No,Alquiler,2,1,Casado,1
18,53991.194235197574,54182.92572180423,13,0,0.32121217713409767,0,Si,Alquiler,3,0,Soltero,0
68,64285.20969296951,37958.49693430666,3,2,0.3951443773495431,1,Si,Alquiler,3,5,Casado,0
70,69619.53960035474,14136.65882247304,26,6,0.19899955101430034,0,No,Alquiler,4,1,Casado,0
53,65538.04621539725,47455.18912468194,11,2,0.4039680869491042,0,No,Hipoteca,1,3,Soltero,0
68,41683.57048592069,15244.895063342356,19,2,0.20879536605646673,2,Si,Hipoteca,3,2,Divorciado,0
43,77342.44101728604,0.0,26,0,0.16224345359622522,0,No,Propia,2,4,Casado,0
46,46889.31692233954,43936.17982320706,22,1,0.35483501686646923,0,No,Propia,5,2,Casado,0
38,35774.315943120164,62924.61903619813,20,0,0.2647169361441526,1,Si,Propia,3,0,Soltero,0
28,36141.550817166724,41160.79343038033,7,3,0.0,4,Si,Propia,2,1,Soltero,1
57,98499.70978690838,0.0,6,1,0.38413215034590337,1,Si,Alquiler,3,1,Casado,0
28,31450.414297701383,29528.891995584916,25,3,0.2051426525358645,1,Si,Propia,3,3,Soltero,0
53,82290.88066901117,24508.440004940752,8,2,0.191436629842459,1,Si,Propia,1,1,Casado,0
66,21613.332604745756,37564.24325287785,23,0,0.6791818863115355,3,No,Propia,2,1,Casado,1
56,62197.63612685466,13054.614462624118,24,3,0.5707631277776127,3,No,Hipoteca,5,0,Soltero,1
57,57427.086287270875,23330.454998129222,16,2,0.47497946110728734,2,Si,Propia,4,2,Casado,0
52,90530.6719931557,1598.340339545768,9,4,0.4120503384093235,2,Si,Propia,2,3,Casado,0
71,33639.952620787124,34435.41564882771,28,1,0.521175186954569,0,No,Propia,3,3,Soltero,1
51,26733.394550990324,2342.0816145492427,27,0,0.3215093290525287,2,No,Propia,4,0,Casado,0
72,47087.240541325446,38748.48971445869,2,3,0.41582658956422436,1,Si,Hipoteca,1,1,Casado,0
64,91620.04573101131,14989.056219939032,20,1,0.3192619167092063,0,Si,Propia,3,1,Casado,0
41,27896.0380014058,0.0,24,1,0.4224512642916673,0,No,Alquiler,2,1,Soltero,1
71,15000.0,45875.16286198266,7,1,0.4570961394776254,1,Si,Alquiler,2,2,Casado,1
39,51494.19593433206,39880.800384248,13,1,0.4446315587244459,0,Si,Alquiler,10,1,Soltero,0
22,73738.07294902523,57058.84095541398,25,2,0.32650787221177463,0,No,Alquiler,2,4,Casado,0
73,24654.851684003424,0.0,6,2,0.5381491311317832,0,Si,Alquiler,5,2,Casado,0
50,71198.30433383159,16909.00920327234,15,1,0.3595203422876806,0,No,Hipoteca,1,1,Casado,0
53,24102.22537468859,32631.859211237323,17,1,0.3543686920119584,0,No,Hipoteca,1,3,Divorciado,1
64,46336.036607708025,41434.11786072633,10,1,0.035733713289304025,1,Si,Alquiler,2,1,Casado,0
37,68817.05788215144,742.3212452113585,5,2,0.22973098141627726,0,Si,Alquiler,4,2,Casado,0
36,20313.364956539037,38629.19915454431,19,2,0.5731813819779198,1,Si,Alquiler,3,2,Casado,1
52,54537.83328768886,18564.46182781225,20,2,0.5567305388695849,1,Si,Alquiler,7,3,Casado,0
69,80374.33778230593,0.0,13,3,0.3955980575055495,1,Si,Alquiler,3,1,Casado,0
60,61848.35248028377,14986.380258966892,20,7,0.2883519094207042,1,No,Alquiler,2,1,Soltero,0
34,31984.348560230806,40287.542732277136,12,2,0.4302952033468851,1,No,Propia,3,0,Casado,1
62,87967.95881791985,0.0,3,4,0.0,2,Si,Hipoteca,2,3,Soltero,0
60,66459.81279806225,42741.036792175175,19,3,0.427941371254003,0,No,Hipoteca,2,3,Casado,0
51,15000.0,35667.560048035244,19,4,0.15060109057346938,2,No,Propia,2,2,Divorciado,1
26,71606.09036835565,24922.818457098576,10,2,0.3818316656475721,2,No,Propia,5,3,Casado,0
43,35715.64368956808,0.0,17,2,0.44248594992501467,0,No,Hipoteca,6,3,Soltero,0
19,54914.08869106161,0.0,0,5,0.3300750993840714,0,Si,Alquiler,5,2,Casado,0
